timestamps,x_values,y_values,eye_tracker,ivt,idt
18.28,710,257,fixation,fixation,fixation
18.29,711,259,fixation,fixation,fixation
18.30,712,253,fixation,fixation,fixation
18.31,713,256,fixation,fixation,fixation
18.32,719,258,fixation,fixation,fixation
18.33,739,261,saccade,fixation,fixation
18.33,805,244,saccade,saccade,fixation
18.34,914,242,saccade,saccade,saccade
18.35,957,258,saccade,saccade,saccade
18.36,1006,238,saccade,saccade,saccade
18.37,1063,250,saccade,saccade,saccade
18.38,1070,231,saccade,fixation,fixation
18.38,1074,229,fixation,fixation,fixation
18.39,1067,239,fixation,fixation,fixation
18.40,1013,261,fixation,saccade,fixation
18.41,1065,245,fixation,saccade,fixation
18.42,1069,248,fixation,fixation,fixation
18.43,1070,244,fixation,fixation,fixation
18.43,1062,249,fixation,fixation,fixation
18.44,1067,238,fixation,fixation,fixation
18.45,1067,240,fixation,fixation,fixation
18.46,1065,239,fixation,fixation,fixation
18.47,1057,248,fixation,fixation,fixation
18.48,1059,242,fixation,fixation,fixation
18.48,1062,242,fixation,fixation,fixation
18.49,1066,243,fixation,fixation,fixation
18.50,1067,244,fixation,fixation,fixation
18.51,1075,240,fixation,fixation,fixation
18.52,1065,249,fixation,fixation,fixation
18.53,1061,250,fixation,fixation,fixation
18.53,1062,250,fixation,fixation,fixation
18.54,1067,242,fixation,fixation,fixation
18.55,1067,235,fixation,fixation,fixation
18.56,1078,228,fixation,fixation,fixation
18.57,1066,248,fixation,fixation,fixation
18.58,1065,245,fixation,fixation,fixation
18.58,1064,245,fixation,fixation,fixation
18.59,1083,218,fixation,fixation,fixation
18.60,1081,238,fixation,fixation,fixation
18.61,1033,260,fixation,saccade,fixation
18.62,1076,244,fixation,saccade,fixation
18.63,1080,238,fixation,fixation,fixation
18.63,1083,238,fixation,fixation,fixation
18.64,1087,245,fixation,fixation,fixation
18.65,1087,246,fixation,fixation,fixation
18.66,1087,244,fixation,fixation,fixation
18.67,1077,250,fixation,fixation,fixation
18.68,1078,251,fixation,fixation,fixation
18.68,1089,247,fixation,fixation,fixation
18.69,1088,244,fixation,fixation,fixation
18.70,1086,249,fixation,fixation,fixation
18.71,1086,250,fixation,fixation,fixation
18.72,1084,246,fixation,fixation,fixation
18.73,1085,243,fixation,fixation,fixation
18.73,1083,239,fixation,fixation,fixation
18.74,1086,247,fixation,fixation,fixation
18.75,1089,247,fixation,fixation,fixation
18.76,1087,258,fixation,fixation,fixation
18.77,1094,241,fixation,fixation,fixation
18.78,1092,242,fixation,fixation,fixation
18.78,1087,242,fixation,fixation,fixation
18.79,1078,256,fixation,fixation,fixation
18.80,1076,259,fixation,fixation,fixation
18.81,1078,259,fixation,fixation,fixation
18.82,1091,255,fixation,fixation,fixation
18.83,1081,266,fixation,fixation,fixation
18.83,1092,259,fixation,fixation,fixation
18.84,1088,251,fixation,fixation,fixation
18.85,1083,255,fixation,fixation,fixation
18.86,1090,242,fixation,fixation,fixation
18.87,1070,252,fixation,fixation,fixation
18.88,1077,252,fixation,fixation,fixation
18.88,1095,254,fixation,fixation,fixation
18.89,1096,255,fixation,fixation,fixation
18.90,1098,251,fixation,fixation,fixation
18.91,1096,252,fixation,fixation,fixation
18.92,1090,241,fixation,fixation,fixation
18.93,1086,241,fixation,fixation,fixation
18.93,1137,230,fixation,saccade,fixation
18.94,1087,246,fixation,saccade,fixation
18.95,1092,251,fixation,fixation,fixation
18.96,1095,256,fixation,fixation,fixation
18.97,1103,296,saccade,saccade,fixation
19.05,1150,464,saccade,fixation,saccade
19.06,1034,322,saccade,saccade,saccade
19.07,1069,310,saccade,saccade,saccade
19.08,1087,274,saccade,saccade,saccade
19.08,1080,291,saccade,fixation,saccade
19.09,1088,245,saccade,saccade,saccade
19.10,1085,263,fixation,fixation,fixation
19.11,1077,257,fixation,fixation,fixation
19.12,1076,254,fixation,fixation,fixation
19.13,1075,256,fixation,fixation,fixation
19.13,1078,261,fixation,fixation,fixation
19.14,1083,255,fixation,fixation,fixation
19.15,1082,255,fixation,fixation,fixation
19.16,1051,269,fixation,fixation,fixation
19.17,1082,251,fixation,saccade,fixation
19.18,1081,254,fixation,fixation,fixation
19.19,1081,233,fixation,fixation,fixation
19.20,1076,227,outlier,fixation,fixation
19.21,1069,242,outlier,fixation,fixation
19.22,1047,254,saccade,fixation,fixation
19.23,1006,238,saccade,saccade,saccade
19.23,972,234,saccade,fixation,fixation
19.24,921,231,saccade,saccade,fixation
19.25,912,233,saccade,fixation,fixation
19.26,917,235,fixation,fixation,fixation
19.27,922,235,fixation,fixation,fixation
19.28,922,233,fixation,fixation,fixation
19.30,929,230,fixation,fixation,fixation
19.31,930,230,fixation,fixation,fixation
19.32,931,231,fixation,fixation,fixation
19.33,931,230,fixation,fixation,fixation
19.33,931,233,fixation,fixation,fixation
19.34,929,232,fixation,fixation,fixation
19.35,927,220,fixation,fixation,fixation
19.36,926,218,fixation,fixation,fixation
19.37,922,220,fixation,fixation,fixation
19.38,925,218,fixation,fixation,fixation
19.38,925,217,fixation,fixation,fixation
19.39,925,218,fixation,fixation,fixation
19.40,923,217,fixation,fixation,fixation
19.41,893,222,fixation,fixation,saccade
19.42,921,214,fixation,fixation,saccade
19.43,921,216,fixation,fixation,saccade
19.43,920,216,fixation,fixation,saccade
19.44,925,220,fixation,fixation,saccade
19.45,925,216,fixation,fixation,saccade
19.46,930,221,fixation,fixation,saccade
19.47,927,220,fixation,fixation,saccade
19.48,928,221,fixation,fixation,saccade
19.48,926,220,fixation,fixation,saccade
19.49,930,220,fixation,fixation,saccade
19.50,928,221,fixation,fixation,saccade
19.51,927,226,fixation,fixation,saccade
19.52,919,227,fixation,fixation,saccade
19.53,860,232,saccade,saccade,saccade
19.53,863,218,saccade,fixation,saccade
19.54,749,257,saccade,saccade,saccade
19.55,725,268,saccade,fixation,fixation
19.56,668,287,saccade,saccade,fixation
19.57,719,275,fixation,saccade,fixation
19.58,668,300,fixation,saccade,fixation
19.58,713,281,fixation,saccade,fixation
19.59,757,261,fixation,saccade,fixation
19.60,713,289,fixation,saccade,fixation
19.61,710,285,fixation,fixation,fixation
19.62,749,272,fixation,saccade,fixation
19.63,720,284,fixation,fixation,fixation
19.63,722,290,fixation,fixation,fixation
19.64,749,264,fixation,saccade,fixation
19.65,721,293,fixation,saccade,fixation
19.66,695,314,fixation,fixation,fixation
19.67,709,287,fixation,fixation,fixation
19.68,713,280,fixation,fixation,fixation
19.68,674,294,fixation,saccade,fixation
19.69,718,268,fixation,saccade,fixation
19.70,712,278,fixation,fixation,fixation
19.71,674,304,fixation,saccade,fixation
19.72,715,285,fixation,saccade,fixation
19.73,722,274,fixation,fixation,fixation
19.73,678,309,fixation,saccade,fixation
19.74,723,276,fixation,saccade,fixation
19.75,705,280,fixation,fixation,fixation
19.76,711,267,fixation,fixation,fixation
19.77,710,268,fixation,fixation,fixation
19.78,710,283,fixation,fixation,fixation
19.78,684,325,fixation,saccade,fixation
19.79,718,293,fixation,saccade,fixation
19.80,719,278,fixation,fixation,fixation
19.81,719,290,fixation,fixation,fixation
19.82,714,287,fixation,fixation,fixation
19.83,714,286,fixation,fixation,fixation
19.83,679,326,fixation,saccade,fixation
19.84,716,282,fixation,saccade,fixation
19.85,710,294,fixation,fixation,fixation
19.86,680,316,fixation,saccade,fixation
19.87,704,291,fixation,fixation,fixation
19.88,708,281,fixation,fixation,fixation
19.88,680,315,fixation,saccade,fixation
19.89,713,287,fixation,saccade,fixation
19.90,713,290,fixation,fixation,fixation
19.91,683,335,fixation,saccade,fixation
19.92,719,296,fixation,saccade,fixation
19.93,717,301,fixation,fixation,fixation
19.93,688,334,fixation,saccade,fixation
19.94,713,294,fixation,saccade,fixation
19.95,714,286,fixation,fixation,fixation
19.96,688,322,fixation,saccade,fixation
19.97,713,288,fixation,saccade,fixation
19.98,711,292,fixation,fixation,fixation
19.98,680,318,fixation,saccade,fixation
19.99,706,284,fixation,saccade,fixation
20.00,709,286,fixation,fixation,fixation
20.01,700,328,saccade,saccade,fixation
20.02,792,321,saccade,saccade,fixation
20.03,838,350,saccade,saccade,saccade
20.03,849,371,saccade,fixation,fixation
20.04,856,375,saccade,fixation,fixation
20.05,850,369,outlier,fixation,fixation
20.06,851,374,outlier,fixation,fixation
20.07,851,371,outlier,fixation,fixation
20.08,858,364,outlier,fixation,fixation
20.08,811,396,outlier,saccade,fixation
20.09,853,358,outlier,saccade,fixation
20.10,847,348,saccade,fixation,fixation
20.11,847,347,outlier,fixation,fixation
20.12,847,363,outlier,fixation,fixation
20.13,848,368,saccade,fixation,fixation
20.13,820,395,fixation,saccade,fixation
20.14,841,369,fixation,fixation,fixation
20.15,839,367,fixation,fixation,fixation
20.16,839,365,fixation,fixation,fixation
20.17,843,365,fixation,fixation,fixation
20.18,853,357,fixation,fixation,fixation
20.18,819,380,fixation,saccade,fixation
20.19,846,371,fixation,fixation,fixation
20.20,840,370,fixation,fixation,fixation
20.21,814,402,fixation,saccade,fixation
20.22,842,360,fixation,saccade,fixation
20.23,852,344,saccade,fixation,fixation
20.23,820,383,saccade,saccade,fixation
20.24,848,332,outlier,saccade,fixation
20.25,847,329,outlier,fixation,fixation
20.26,815,382,outlier,saccade,fixation
20.27,860,344,outlier,saccade,fixation
20.28,855,350,saccade,fixation,fixation
20.28,818,387,fixation,saccade,fixation
20.29,852,357,fixation,saccade,fixation
20.30,854,350,fixation,fixation,fixation
20.31,813,388,fixation,saccade,fixation
20.32,846,343,fixation,saccade,fixation
20.33,850,342,fixation,fixation,fixation
20.33,847,363,fixation,fixation,fixation
20.34,852,360,fixation,fixation,fixation
20.35,849,361,fixation,fixation,fixation
20.36,850,363,fixation,fixation,fixation
20.37,846,376,fixation,fixation,fixation
20.38,847,376,fixation,fixation,fixation
20.38,873,357,saccade,fixation,fixation
20.39,960,388,saccade,saccade,saccade
20.40,1036,425,saccade,saccade,saccade
20.41,1086,443,saccade,saccade,saccade
20.42,1093,443,saccade,fixation,saccade
20.43,1085,445,fixation,fixation,saccade
20.43,1085,442,fixation,fixation,saccade
20.44,1084,463,fixation,fixation,saccade
20.45,1082,467,fixation,fixation,saccade
20.46,1084,471,fixation,fixation,saccade
20.47,1090,460,fixation,fixation,saccade
20.48,1092,456,fixation,fixation,saccade
20.48,1136,434,fixation,saccade,saccade
20.49,1093,454,fixation,saccade,fixation
20.50,1095,457,fixation,fixation,fixation
20.51,1093,457,fixation,fixation,fixation
20.52,1094,454,fixation,fixation,fixation
20.53,1098,450,fixation,fixation,fixation
20.53,1101,447,fixation,fixation,fixation
20.54,1091,459,fixation,fixation,fixation
20.55,1096,455,fixation,fixation,fixation
20.56,1094,457,fixation,fixation,fixation
20.57,1094,460,fixation,fixation,fixation
20.58,1094,462,fixation,fixation,fixation
20.58,1092,465,fixation,fixation,fixation
20.59,1095,459,fixation,fixation,fixation
20.60,1091,457,fixation,fixation,fixation
20.61,1095,452,fixation,fixation,fixation
20.62,1097,457,fixation,fixation,fixation
20.63,1095,463,fixation,fixation,fixation
20.65,1098,459,fixation,fixation,fixation
20.66,1143,423,fixation,saccade,fixation
20.67,1092,461,fixation,saccade,fixation
20.68,1094,466,fixation,fixation,fixation
20.80,1055,529,fixation,fixation,saccade
20.81,1043,525,outlier,fixation,fixation
20.82,1070,498,outlier,saccade,fixation
20.83,1080,466,saccade,fixation,fixation
20.83,1066,483,saccade,fixation,fixation
20.84,1070,479,fixation,fixation,fixation
20.85,1076,477,fixation,fixation,fixation
20.86,1077,483,fixation,fixation,fixation
20.87,1078,487,fixation,fixation,fixation
20.88,1078,485,fixation,fixation,fixation
20.88,1077,480,fixation,fixation,fixation
20.89,1079,481,fixation,fixation,fixation
20.90,1079,483,fixation,fixation,fixation
20.91,1081,485,fixation,fixation,fixation
20.92,1077,483,fixation,fixation,fixation
20.93,1076,483,fixation,fixation,fixation
20.93,1074,485,fixation,fixation,fixation
20.94,1072,488,fixation,fixation,fixation
20.95,1074,487,fixation,fixation,fixation
20.96,1073,485,fixation,fixation,fixation
20.97,1075,485,fixation,fixation,fixation
20.98,1074,484,fixation,fixation,fixation
20.98,1072,485,fixation,fixation,fixation
20.99,1072,484,fixation,fixation,fixation
21.00,1073,487,fixation,fixation,fixation
21.01,1075,486,fixation,fixation,fixation
21.02,1073,481,fixation,fixation,fixation
21.03,1071,479,fixation,fixation,fixation
21.03,1073,480,fixation,fixation,fixation
21.04,1075,480,fixation,fixation,fixation
21.05,1074,480,fixation,fixation,fixation
21.06,1075,480,fixation,fixation,fixation
21.07,1077,488,fixation,fixation,fixation
21.08,1080,489,fixation,fixation,fixation
21.08,1076,492,fixation,fixation,fixation
21.09,1078,483,fixation,fixation,fixation
21.10,1078,482,fixation,fixation,fixation
21.11,1079,485,fixation,fixation,fixation
21.12,1075,486,fixation,fixation,fixation
21.13,1077,486,fixation,fixation,fixation
21.13,1076,483,fixation,fixation,fixation
21.14,1078,485,fixation,fixation,fixation
21.15,1077,488,fixation,fixation,fixation
21.16,1077,490,fixation,fixation,fixation
21.17,1081,488,fixation,fixation,fixation
21.18,1081,479,fixation,fixation,fixation
21.18,1081,476,fixation,fixation,fixation
21.19,1076,484,fixation,fixation,fixation
21.20,1078,480,fixation,fixation,fixation
21.21,1078,478,fixation,fixation,fixation
21.22,1079,481,fixation,fixation,fixation
21.23,1077,488,fixation,fixation,fixation
21.23,1077,492,fixation,fixation,fixation
21.24,1074,490,fixation,fixation,fixation
21.25,1076,486,fixation,fixation,fixation
21.26,1076,487,fixation,fixation,fixation
21.27,1076,484,fixation,fixation,fixation
21.28,1075,484,fixation,fixation,fixation
21.28,1075,486,fixation,fixation,fixation
21.29,1076,489,fixation,fixation,fixation
21.30,1076,491,fixation,fixation,fixation
21.31,1077,488,fixation,fixation,fixation
21.33,1079,487,fixation,fixation,fixation
21.34,1076,484,fixation,fixation,fixation
21.35,1077,481,fixation,fixation,fixation
21.36,1075,485,fixation,fixation,fixation
21.37,1074,486,fixation,fixation,fixation
21.37,1075,483,fixation,fixation,fixation
21.38,1032,500,fixation,saccade,fixation
21.39,1077,486,fixation,saccade,fixation
21.40,1074,491,fixation,fixation,fixation
21.41,1074,490,fixation,fixation,fixation
21.42,1073,488,fixation,fixation,fixation
21.42,1072,487,fixation,fixation,fixation
21.43,1073,489,fixation,fixation,fixation
21.44,1073,490,fixation,fixation,fixation
21.45,1074,490,fixation,fixation,fixation
21.46,1076,486,fixation,fixation,fixation
21.47,1078,487,fixation,fixation,fixation
21.47,1079,487,fixation,fixation,fixation
21.48,1079,490,fixation,fixation,fixation
21.49,1076,488,fixation,fixation,fixation
21.50,1072,489,fixation,fixation,fixation
21.51,1028,505,fixation,saccade,fixation
21.52,1075,490,fixation,saccade,fixation
21.52,1077,489,fixation,fixation,fixation
21.53,1034,510,fixation,saccade,fixation
21.54,1080,485,fixation,saccade,fixation
21.55,1082,487,fixation,fixation,fixation
21.56,1078,493,fixation,fixation,fixation
21.57,1076,493,fixation,fixation,fixation
21.57,1075,489,fixation,fixation,fixation
21.58,1076,489,fixation,fixation,fixation
21.59,1076,488,fixation,fixation,fixation
21.60,1076,490,fixation,fixation,fixation
21.61,1075,488,fixation,fixation,fixation
21.62,1076,487,fixation,fixation,fixation
21.64,1078,492,fixation,fixation,fixation
21.65,1079,494,fixation,fixation,fixation
21.66,1078,492,fixation,fixation,fixation
21.67,1076,488,fixation,fixation,fixation
21.67,1075,486,fixation,fixation,fixation
21.68,1075,490,fixation,fixation,fixation
21.69,1077,490,fixation,fixation,fixation
21.70,1080,488,fixation,fixation,fixation
21.71,1082,485,fixation,fixation,fixation
21.72,1082,484,fixation,fixation,fixation
21.73,1078,484,fixation,fixation,fixation
21.73,1077,484,fixation,fixation,fixation
21.74,1075,483,fixation,fixation,fixation
21.75,1076,482,fixation,fixation,fixation
21.76,1076,484,fixation,fixation,fixation
21.77,1072,495,fixation,fixation,fixation
21.77,1072,497,fixation,fixation,fixation
21.78,1076,492,fixation,fixation,fixation
21.79,1078,486,fixation,fixation,fixation
21.80,1091,494,fixation,fixation,fixation
21.81,1117,506,saccade,fixation,saccade
21.82,1148,546,saccade,saccade,fixation
21.82,1150,554,saccade,fixation,fixation
21.83,1190,545,fixation,saccade,fixation
21.84,1152,556,fixation,saccade,fixation
21.85,1154,542,fixation,fixation,fixation
21.86,1154,545,fixation,fixation,fixation
21.87,1155,550,fixation,fixation,fixation
21.87,1151,551,fixation,fixation,fixation
21.88,1151,549,fixation,fixation,fixation
21.89,1151,552,fixation,fixation,fixation
21.90,1152,555,fixation,fixation,fixation
21.91,1151,556,fixation,fixation,fixation
21.92,1154,554,fixation,fixation,fixation
21.92,1155,552,fixation,fixation,fixation
